По дням,Количество заказ-нарядов,Работ,Запчастей,Всего по заказ-наряду,year,month,day,date,temperature_mean,pressure_mean,humidity_mean,wind_speed_avg_mean,wind_speed_avg_max,solar_rad_sum,uv_max,pcp_sum
2020-04-27,,,,,2020,4,27,2020-04-27,11.829032258064515,738.0645161290323,62.645161290322584,1.3225806451612903,3.1,3056.5,8.0,0.0
2020-04-28,,,,,2020,4,28,2020-04-28,8.619354838709677,733.6935483870968,85.98387096774194,1.0129032258064516,1.8,1199.0,8.0,2.4000000000000004
2020-04-29,,,,,2020,4,29,2020-04-29,4.890625,736.03125,80.1875,1.5093750000000001,3.1,2490.0,8.0,2.7
2020-04-30,,,,,2020,4,30,2020-04-30,8.319354838709677,737.7258064516129,72.93548387096774,1.8935483870967742,5.7,6878.0,8.0,0.9
2020-05-01,,,,,2020,5,1,2020-05-01,6.203125,746.125,72.28125,1.1375,2.2,2071.0,8.0,1.2000000000000002
2020-05-02,,,,,2020,5,2,2020-05-02,5.721875,748.3125,58.21875,1.265625,2.7,8935.0,8.0,0.0
2020-05-03,,,,,2020,5,3,2020-05-03,7.503125,751.90625,54.03125,0.921875,2.2,9078.0,8.0,0.0
2020-05-04,,,,,2020,5,4,2020-05-04,12.8625,753.125,47.3125,1.16875,3.7,9160.0,8.0,0.0
2020-05-05,,,,,2020,5,5,2020-05-05,18.98125,752.59375,38.9375,1.246875,2.7,7710.0,8.0,0.0
2020-05-06,,,,,2020,5,6,2020-05-06,18.771875,750.3125,35.4375,1.2906250000000001,2.7,8181.0,8.0,0.0
2020-05-07,,,,,2020,5,7,2020-05-07,19.928125,746.1875,37.625,1.65625,4.5,3071.0,8.0,0.1
2020-05-08,,,,,2020,5,8,2020-05-08,21.15,744.65625,35.5625,1.60625,4.5,4415.0,8.0,0.0
2020-05-09,,,,,2020,5,9,2020-05-09,21.635483870967743,743.6290322580645,33.75806451612903,1.432258064516129,3.6,9524.0,8.0,0.0
2020-05-10,,,,,2020,5,10,2020-05-10,16.95625,740.71875,55.65625,1.53125,3.1,4726.0,8.0,0.7000000000000001
2020-05-11,,,,,2020,5,11,2020-05-11,15.03125,742.625,60.9375,1.05,2.2,2105.0,8.0,0.0
2020-05-12,,,,,2020,5,12,2020-05-12,12.239285714285714,739.4285714285714,85.96428571428571,0.8928571428571429,1.3,1238.0,8.0,2.2
2020-05-13,,,,,2020,5,13,2020-05-13,14.535483870967742,738.8870967741935,81.87096774193549,1.335483870967742,3.1,7742.0,8.0,0.2
2020-05-14,,,,,2020,5,14,2020-05-14,9.893548387096773,744.2903225806451,64.96774193548387,1.4451612903225808,3.1,8056.0,8.0,0.0
2020-05-15,,,,,2020,5,15,2020-05-15,9.478125,742.71875,61.375,0.89375,1.8,5813.0,8.0,0.0
2020-05-16,,,,,2020,5,16,2020-05-16,8.470967741935485,738.758064516129,78.45161290322581,1.5483870967741935,3.1,5627.0,8.0,0.0
2020-05-17,,,,,2020,5,17,2020-05-17,9.921875,743.28125,61.03125,0.91875,1.8,8951.0,8.0,0.0
2020-05-18,,,,,2020,5,18,2020-05-18,11.14375,741.9375,68.03125,1.05,2.2,8023.0,9.0,0.1
2020-05-19,,,,,2020,5,19,2020-05-19,12.270967741935483,738.5483870967741,70.37096774193549,1.2483870967741937,2.7,8190.5,9.0,0.2
2020-05-20,,,,,2020,5,20,2020-05-20,11.965625,735.9375,79.9375,1.171875,4.0,4305.0,9.0,1.3
2020-05-21,,,,,2020,5,21,2020-05-21,10.403125,737.75,89.6875,1.25625,2.7,1571.0,9.0,1.5
2020-05-22,,,,,2020,5,22,2020-05-22,11.859375,740.1875,64.90625,1.3093750000000002,2.7,9608.0,9.0,0.1
2020-05-23,,,,,2020,5,23,2020-05-23,12.4125,746.90625,60.0625,0.846875,1.3,7202.0,9.0,0.0
2020-05-24,,,,,2020,5,24,2020-05-24,15.553125,746.09375,69.09375,1.7437500000000001,5.4,3708.0,9.0,0.7000000000000001
2020-05-25,,,,,2020,5,25,2020-05-25,11.65,752.71875,78.0625,1.00625,2.2,3700.0,9.0,0.6000000000000001
2020-05-26,,,,,2020,5,26,2020-05-26,13.746875,757.6875,65.90625,0.9875,1.8,10167.0,9.0,0.0
2020-05-27,,,,,2020,5,27,2020-05-27,17.759375,749.40625,71.4375,1.9968750000000002,4.0,6670.0,9.0,0.9
2020-05-28,,,,,2020,5,28,2020-05-28,15.790625,750.71875,65.84375,1.6125,3.1,9555.0,9.0,0.0
2020-05-29,,,,,2020,5,29,2020-05-29,17.478125,752.0,58.0625,0.91875,1.8,10660.0,9.0,0.0
2020-05-30,,,,,2020,5,30,2020-05-30,19.678125,748.15625,61.15625,1.03125,2.2,9153.0,9.0,0.0
2020-05-31,,,,,2020,5,31,2020-05-31,11.71875,741.3125,85.625,2.334375,4.0,2534.0,9.0,1.6
2020-06-01,,,,,2020,6,1,2020-06-01,8.496875000000001,742.65625,90.34375,0.94375,2.2,1719.0,9.0,0.30000000000000004
2020-06-02,,,,,2020,6,2,2020-06-02,10.7125,749.59375,76.75,1.0093750000000001,2.2,8069.0,9.0,0.0
2020-06-03,,,,,2020,6,3,2020-06-03,13.4625,750.375,66.28125,1.309375,4.2,7639.0,9.0,0.0
2020-06-04,,,,,2020,6,4,2020-06-04,16.596875,749.0625,58.71875,1.63125,4.0,7603.0,9.0,0.0
2020-06-05,,,,,2020,6,5,2020-06-05,17.91875,749.59375,75.71875,1.9031250000000002,3.6,3040.0,9.0,1.9000000000000001
2020-06-06,,,,,2020,6,6,2020-06-06,17.68064516129032,750.1935483870968,66.59677419354838,1.5032258064516129,3.1,2972.0,9.0,0.0
2020-06-07,,,,,2020,6,7,2020-06-07,16.38125,749.6875,77.625,1.284375,3.1,3682.0,9.0,0.30000000000000004
2020-06-08,,,,,2020,6,8,2020-06-08,18.359375,751.1875,78.65625,1.390625,4.0,7679.0,9.0,0.8
2020-06-09,,,,,2020,6,9,2020-06-09,23.0,753.40625,54.625,1.3531250000000001,2.7,10990.0,9.0,0.0
2020-06-10,,,,,2020,6,10,2020-06-10,21.096774193548388,751.741935483871,66.01612903225806,1.441935483870968,3.1,6964.5,9.0,0.4
2020-06-11,,,,,2020,6,11,2020-06-11,19.325806451612905,746.516129032258,77.80645161290323,1.1612903225806452,2.2,10395.0,9.0,0.5
2020-06-12,,,,,2020,6,12,2020-06-12,15.159375,744.09375,89.625,1.078125,2.2,2479.0,9.0,1.5
2020-06-13,,,,,2020,6,13,2020-06-13,11.7,749.9375,65.40625,1.4937500000000001,3.6,8080.0,9.0,0.0
2020-06-14,,,,,2020,6,14,2020-06-14,13.078125,753.65625,63.71875,1.146875,2.2,11071.0,9.0,0.0
2020-06-15,,,,,2020,6,15,2020-06-15,17.00625,754.03125,62.625,1.071875,2.2,9411.0,9.0,0.0
2020-06-16,,,,,2020,6,16,2020-06-16,19.3125,749.9375,61.84375,1.16875,2.2,11086.0,9.0,0.0
2020-06-17,,,,,2020,6,17,2020-06-17,19.1,746.03125,63.75,1.296875,3.1,10916.0,9.0,0.0
2020-06-18,,,,,2020,6,18,2020-06-18,14.0625,749.875,59.458333333333336,1.2583333333333335,2.2,4616.0,7.0,0.0
2020-06-19,,,,,2020,6,19,2020-06-19,16.353125,750.6875,56.6875,0.934375,1.8,10733.0,9.0,0.0
2020-06-20,,,,,2020,6,20,2020-06-20,16.696875,744.21875,67.875,1.2125000000000001,3.1,4869.0,9.0,0.2
2020-06-21,,,,,2020,6,21,2020-06-21,10.94516129032258,745.8387096774194,68.2258064516129,1.1193548387096774,3.1,10283.0,9.0,0.0
2020-06-22,,,,,2020,6,22,2020-06-22,10.033333333333333,748.4242424242424,76.57575757575758,0.9181818181818182,2.2,7216.0,9.0,0.0
2020-06-23,,,,,2020,6,23,2020-06-23,15.528125,747.0625,65.875,1.23125,3.1,6143.0,9.0,0.0
2020-06-24,,,,,2020,6,24,2020-06-24,15.10625,744.46875,64.78125,1.453125,3.1,8538.0,9.0,0.4
2020-06-25,,,,,2020,6,25,2020-06-25,9.990625,747.3125,71.21875,1.20625,3.1,5036.0,9.0,0.5
2020-06-26,,,,,2020,6,26,2020-06-26,12.690322580645162,746.0645161290323,68.19354838709677,1.2903225806451613,3.1,6525.0,9.0,0.6000000000000001
2020-06-27,,,,,2020,6,27,2020-06-27,14.203125,739.625,82.84375,1.140625,2.2,2074.0,9.0,1.6
2020-06-28,,,,,2020,6,28,2020-06-28,13.0125,738.21875,73.65625,2.09375,4.0,8975.0,9.0,0.30000000000000004
2020-06-29,,,,,2020,6,29,2020-06-29,10.846875,740.90625,78.3125,1.08125,2.2,6517.0,9.0,0.5
2020-06-30,,,,,2020,6,30,2020-06-30,11.021875,743.75,75.25,0.978125,3.1,4586.0,9.0,0.9
2020-07-01,,,,,2020,7,1,2020-07-01,13.422580645161291,747.4516129032259,65.90322580645162,1.0258064516129033,2.2,7340.0,9.0,0.0
2020-07-02,,,,,2020,7,2,2020-07-02,13.775,745.3125,87.4375,1.05625,2.2,1771.0,9.0,0.0
2020-07-03,,,,,2020,7,3,2020-07-03,19.903125,746.625,74.3125,1.04375,3.1,10537.0,9.0,0.0
2020-07-04,,,,,2020,7,4,2020-07-04,20.3625,747.15625,83.21875,1.00625,2.3,3470.0,9.0,0.0
2020-07-05,,,,,2020,7,5,2020-07-05,20.9625,743.625,88.34375,0.884375,1.3,2457.0,9.0,0.30000000000000004
2020-07-06,,,,,2020,7,6,2020-07-06,22.1875,744.5625,84.40625,1.734375,3.7,6507.0,8.0,1.5
2020-07-07,,,,,2020,7,7,2020-07-07,23.082758620689653,746.551724137931,78.75862068965517,1.3275862068965518,3.6,10389.5,9.0,0.0
2020-07-08,,,,,2020,7,8,2020-07-08,26.045454545454547,747.8181818181819,70.3030303030303,1.1363636363636365,3.0,10796.0,9.0,0.0
2020-07-09,,,,,2020,7,9,2020-07-09,28.009375,747.09375,63.65625,0.996875,1.8,10759.0,9.0,0.0
2020-07-10,,,,,2020,7,10,2020-07-10,26.7,746.0,64.1875,1.18125,3.1,10319.0,9.0,0.5
2020-07-11,,,,,2020,7,11,2020-07-11,20.5375,749.375,74.59375,1.059375,3.0,10273.0,9.0,0.2
2020-07-12,,,,,2020,7,12,2020-07-12,21.590625,749.4375,66.6875,0.884375,1.8,10320.0,9.0,0.0
2020-07-13,,,,,2020,7,13,2020-07-13,23.003125,747.46875,69.40625,1.13125,4.4,8861.0,9.0,0.0
2020-07-14,,,,,2020,7,14,2020-07-14,27.6125,745.96875,61.34375,1.2125,3.3,10565.0,9.0,0.0
2020-07-15,,,,,2020,7,15,2020-07-15,29.359375,744.625,52.3125,1.68125,5.6,10524.0,9.0,0.0
2020-07-16,,,,,2020,7,16,2020-07-16,26.641935483870967,744.0645161290323,61.774193548387096,1.1870967741935483,4.5,2805.0,9.0,0.4
2020-07-17,,,,,2020,7,17,2020-07-17,23.143478260869564,745.304347826087,68.04347826086956,1.2826086956521738,3.6,4478.0,9.0,0.5
2020-07-18,,,,,2020,7,18,2020-07-18,20.2125,745.46875,70.78125,0.94375,1.8,5275.0,9.0,0.0
2020-07-19,,,,,2020,7,19,2020-07-19,20.1625,742.5625,82.78125,1.56875,4.5,2687.0,9.0,2.5
2020-07-20,,,,,2020,7,20,2020-07-20,19.037499999999998,740.8125,91.53125,1.20625,3.6,2605.0,9.0,1.0
2020-07-21,,,,,2020,7,21,2020-07-21,18.840625,742.03125,89.59375,1.20625,2.7,6788.0,9.0,0.5
2020-07-22,,,,,2020,7,22,2020-07-22,19.625806451612902,741.2741935483871,86.74193548387096,1.403225806451613,4.5,4387.0,9.0,0.7000000000000001
2020-07-23,,,,,2020,7,23,2020-07-23,16.653125,740.25,94.34375,1.1968750000000001,3.3,1014.0,9.0,5.5
2020-07-24,,,,,2020,7,24,2020-07-24,16.053125,741.8125,96.09375,0.8375,1.0,1010.0,9.0,4.4
2020-07-25,,,,,2020,7,25,2020-07-25,17.95625,745.25,85.1875,1.228125,3.3,2766.0,8.0,0.2
2020-07-26,,,,,2020,7,26,2020-07-26,16.159375,747.96875,86.875,1.284375,4.2,4167.0,7.0,0.9
2020-07-27,,,,,2020,7,27,2020-07-27,19.13125,749.75,74.53125,1.359375,3.8,9888.0,8.0,0.0
2020-07-28,,,,,2020,7,28,2020-07-28,19.74375,748.84375,75.84375,1.1656250000000001,2.7,7164.0,8.0,0.0
2020-07-29,,,,,2020,7,29,2020-07-29,21.25625,746.65625,73.0,1.078125,2.7,7775.0,8.0,0.0
2020-07-30,,,,,2020,7,30,2020-07-30,22.04375,742.46875,71.875,1.2375,6.6,1896.0,8.0,0.6000000000000001
2020-07-31,,,,,2020,7,31,2020-07-31,18.096875,739.78125,81.78125,1.096875,4.1,5611.0,8.0,0.7000000000000001
2020-08-01,,,,,2020,8,1,2020-08-01,16.193548387096776,740.9354838709677,84.16129032258064,0.9870967741935485,1.9,2586.0,8.0,1.6
2020-08-02,,,,,2020,8,2,2020-08-02,16.925,737.78125,82.59375,1.9656250000000002,4.9,2747.0,8.0,0.8
2020-08-03,,,,,2020,8,3,2020-08-03,15.703125,746.125,80.3125,0.921875,1.0,3299.0,8.0,0.0
2020-08-04,,,,,2020,8,4,2020-08-04,15.912903225806453,749.3870967741935,83.48387096774194,1.5838709677419356,4.8,1757.0,8.0,1.0
2020-08-05,,,,,2020,8,5,2020-08-05,19.5875,751.0,82.6875,1.5406250000000001,3.6,3763.0,8.0,0.0
2020-08-06,,,,,2020,8,6,2020-08-06,23.778125,750.21875,78.5,0.85625,1.0,2226.0,8.0,0.0
2020-08-07,,,,,2020,8,7,2020-08-07,22.0875,747.125,76.71875,0.953125,2.2,3175.0,8.0,0.0
2020-08-08,,,,,2020,8,8,2020-08-08,17.1875,744.75,71.65625,1.66875,6.9,8869.0,8.0,0.0
2020-08-09,,,,,2020,8,9,2020-08-09,14.753125,740.34375,77.15625,1.5,4.0,3302.0,8.0,0.0
2020-08-10,,,,,2020,8,10,2020-08-10,15.140625,739.625,74.3125,1.534375,3.6,3625.0,8.0,0.0
2020-08-11,,,,,2020,8,11,2020-08-11,15.334375,742.625,68.375,1.3687500000000001,2.2,8822.0,8.0,0.0
2020-08-12,,,,,2020,8,12,2020-08-12,14.79375,744.375,71.1875,0.99375,1.8,5203.0,8.0,0.0
2020-08-13,,,,,2020,8,13,2020-08-13,13.1875,744.625,75.71875,1.146875,2.2,2556.0,8.0,0.6000000000000001
2020-08-14,,,,,2020,8,14,2020-08-14,13.178125,741.125,83.1875,1.828125,4.3,4403.0,8.0,2.9000000000000004
2020-08-15,,,,,2020,8,15,2020-08-15,12.2875,739.9375,95.21875,2.3125,4.0,1152.0,8.0,2.9000000000000004
2020-08-16,,,,,2020,8,16,2020-08-16,12.440625,739.0625,86.4375,1.5625,3.1,1596.0,8.0,0.0
2020-08-17,,,,,2020,8,17,2020-08-17,13.65625,735.75,83.34375,1.059375,2.7,4848.0,8.0,0.0
2020-08-18,,,,,2020,8,18,2020-08-18,12.121875,735.90625,77.9375,1.878125,4.0,5212.0,8.0,0.0
2020-08-19,,,,,2020,8,19,2020-08-19,9.021875,738.65625,86.15625,2.184375,4.9,2685.0,8.0,0.4
2020-08-20,,,,,2020,8,20,2020-08-20,11.915625,740.5625,85.65625,2.025,4.0,1543.0,7.0,0.0
2020-08-21,,,,,2020,8,21,2020-08-21,12.7375,743.625,90.9375,1.1875,4.1,2271.0,7.0,0.2
2020-08-22,,,,,2020,8,22,2020-08-22,14.43125,745.28125,83.46875,0.975,1.8,5133.0,7.0,0.0
2020-08-23,,,,,2020,8,23,2020-08-23,16.2375,744.875,79.46875,0.9500000000000001,1.8,7810.0,7.0,0.0
2020-08-24,,,,,2020,8,24,2020-08-24,17.687096774193545,744.2903225806451,81.5,1.0806451612903225,1.8,2792.0,7.0,0.0
2020-08-25,,,,,2020,8,25,2020-08-25,17.825,743.0,79.78125,1.25,3.1,3471.0,7.0,0.0
2020-08-26,,,,,2020,8,26,2020-08-26,18.35625,746.0,78.3125,0.934375,1.3,5828.0,7.0,0.0
2020-08-27,,,,,2020,8,27,2020-08-27,20.074193548387097,743.3548387096774,72.61290322580645,1.0774193548387097,1.8,3651.0,7.0,0.0
